day,month,year,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
24,6,1983.0,3.0,288.0,18.9,12.4,4.3,101640.0
25,6,1983.0,7.0,190.0,22.1,17.7,14.3,101740.0
26,6,1983.0,7.0,174.0,20.6,16.0,10.6,101360.0
27,6,1983.0,6.0,261.0,21.9,17.0,13.1,100820.0
28,6,1983.0,2.0,308.0,26.3,17.0,11.2,102860.0
29,6,1983.0,7.0,126.0,22.7,20.5,14.4,101740.0
30,6,1983.0,8.0,81.0,18.8,17.2,15.0,101710.0
1,7,1983.0,3.0,,23.8,18.2,12.9,102860.0
2,7,1983.0,1.0,335.0,26.7,19.2,12.0,102560.0
3,7,1983.0,4.0,230.0,23.5,16.8,11.1,102030.0
4,7,1983.0,6.0,206.0,21.9,21.6,17.0,101600.0
5,7,1983.0,4.0,273.0,26.2,18.4,13.0,102420.0
6,7,1983.0,6.0,193.0,16.1,14.6,11.4,101270.0
7,7,1983.0,7.0,154.0,20.2,17.2,13.9,101580.0
8,7,1983.0,4.0,236.0,22.6,18.0,12.4,101450.0
9,7,1983.0,5.0,244.0,25.3,17.8,11.6,101960.0
10,7,1983.0,6.0,231.0,22.9,18.0,11.2,102290.0
11,7,1983.0,7.0,137.0,24.9,19.4,16.3,101360.0
12,7,1983.0,7.0,172.0,19.1,17.0,15.0,101560.0
13,7,1983.0,6.0,81.0,19.8,13.8,11.8,101390.0
14,7,1983.0,3.0,250.0,24.9,16.4,11.1,101840.0
15,7,1983.0,4.0,226.0,23.3,16.4,10.9,102210.0
16,7,1983.0,4.0,245.0,28.8,19.6,14.6,101830.0
17,7,1983.0,5.0,241.0,26.1,20.6,15.9,101360.0
18,7,1983.0,7.0,140.0,17.0,16.4,13.0,100910.0
19,7,1983.0,6.0,252.0,18.1,18.6,14.3,100840.0
20,7,1983.0,6.0,152.0,22.6,18.4,14.9,101930.0
21,7,1983.0,8.0,81.0,24.2,16.8,12.9,101710.0
22,7,1983.0,5.0,235.0,24.1,18.6,15.5,101250.0
23,7,1983.0,6.0,208.0,26.1,19.8,15.4,101470.0
24,7,1983.0,5.0,232.0,26.7,20.2,16.3,101700.0
25,7,1983.0,5.0,271.0,23.7,17.4,13.5,101600.0
26,7,1983.0,7.0,81.0,16.1,16.8,16.0,101560.0
27,7,1983.0,8.0,103.0,19.9,17.2,13.0,101360.0
28,7,1983.0,7.0,151.0,19.1,16.2,14.7,101560.0
29,7,1983.0,7.0,79.0,27.7,20.8,15.5,101790.0
30,7,1983.0,7.0,177.0,20.8,14.4,9.9,101810.0
31,7,1983.0,7.0,122.0,18.2,16.0,13.5,101420.0
1,8,1983.0,6.0,229.0,24.7,18.1,12.4,102360.0
2,8,1983.0,6.0,237.0,20.2,18.6,14.0,102310.0
3,8,1983.0,5.0,229.0,21.6,15.4,12.3,101270.0
4,8,1983.0,4.0,219.0,20.6,17.2,11.0,101930.0
5,8,1983.0,5.0,254.0,26.6,18.6,13.4,102060.0
6,8,1983.0,6.0,212.0,20.0,20.6,15.5,102070.0
7,8,1983.0,7.0,104.0,19.6,17.6,12.5,101970.0
8,8,1983.0,5.0,232.0,23.0,18.4,15.5,101820.0
9,8,1983.0,6.0,163.0,23.7,17.8,13.5,101400.0
10,8,1983.0,7.0,55.0,21.4,17.0,14.2,101750.0
11,8,1983.0,5.0,193.0,26.9,19.0,13.4,101820.0
12,8,1983.0,6.0,158.0,23.4,18.8,15.3,100740.0
13,8,1983.0,2.0,290.0,23.0,15.9,10.2,102390.0
14,8,1983.0,6.0,179.0,19.0,12.6,8.0,101790.0
15,8,1983.0,6.0,121.0,24.1,17.2,14.1,102530.0
16,8,1983.0,6.0,170.0,22.6,20.9,16.7,102130.0
17,8,1983.0,6.0,240.0,24.7,19.6,14.3,101630.0
18,8,1983.0,5.0,202.0,24.0,17.8,12.6,101790.0
19,8,1983.0,6.0,223.0,23.6,19.4,14.7,102290.0
20,8,1983.0,7.0,110.0,21.6,20.5,15.5,101730.0
21,8,1983.0,7.0,79.0,25.9,21.4,19.8,101940.0
22,8,1983.0,6.0,199.0,27.8,21.8,15.6,102090.0
23,8,1983.0,5.0,182.0,21.2,19.0,14.5,101970.0
24,8,1983.0,7.0,64.0,19.1,14.5,9.9,101030.0
25,8,1983.0,8.0,63.0,22.2,18.5,13.5,101900.0
26,8,1983.0,7.0,80.0,25.4,22.6,16.0,101450.0
27,8,1983.0,5.0,221.0,22.1,16.2,11.6,102040.0
28,8,1983.0,3.0,294.0,26.0,19.4,14.8,101580.0
29,8,1983.0,6.0,195.0,19.9,17.3,12.1,101860.0
30,8,1983.0,6.0,179.0,18.4,13.1,11.7,101740.0
31,8,1983.0,5.0,263.0,25.2,18.4,12.6,102210.0
1,9,1983.0,4.0,127.0,,10.0,6.5,102440.0
2,9,1983.0,3.0,194.0,22.7,18.6,12.0,100780.0
3,9,1983.0,7.0,140.0,17.9,16.6,12.4,100990.0
4,9,1983.0,6.0,83.0,23.5,15.2,10.8,101710.0
5,9,1983.0,1.0,156.0,19.5,15.6,9.3,102850.0
6,9,1983.0,4.0,203.0,22.8,16.6,11.8,102350.0
7,9,1983.0,6.0,150.0,21.0,17.8,14.8,102280.0
8,9,1983.0,6.0,183.0,19.7,17.0,13.7,101870.0
9,9,1983.0,2.0,186.0,24.6,21.7,16.5,102270.0
10,9,1983.0,6.0,113.0,19.1,15.2,12.3,101390.0
11,9,1983.0,5.0,156.0,16.0,12.6,10.0,101470.0
12,9,1983.0,6.0,116.0,19.4,13.4,8.0,99860.0
13,9,1983.0,7.0,63.0,22.9,16.2,13.9,101670.0
14,9,1983.0,1.0,153.0,21.6,13.2,7.4,102830.0
15,9,1983.0,6.0,121.0,20.6,18.2,15.4,101280.0
16,9,1983.0,6.0,66.0,18.9,15.1,12.9,100490.0
17,9,1983.0,6.0,105.0,24.4,17.4,15.0,100920.0
18,9,1983.0,7.0,67.0,23.3,18.4,14.8,101150.0
19,9,1983.0,7.0,55.0,19.5,17.0,13.0,102130.0
20,9,1983.0,8.0,59.0,17.1,14.6,10.0,100750.0
21,9,1983.0,7.0,97.0,15.4,14.2,10.6,102220.0
22,9,1983.0,5.0,130.0,20.5,16.5,12.5,101530.0
23,9,1983.0,4.0,195.0,25.4,17.5,12.2,101090.0
24,9,1983.0,6.0,168.0,20.0,16.8,12.8,101790.0
25,9,1983.0,2.0,226.0,26.9,19.2,15.0,102060.0
26,9,1983.0,5.0,145.0,21.4,17.4,12.7,101970.0
27,9,1983.0,7.0,145.0,23.2,21.4,16.5,101700.0
28,9,1983.0,4.0,124.0,22.9,18.4,14.3,101720.0
29,9,1983.0,6.0,79.0,20.7,17.0,13.5,102590.0
30,9,1983.0,6.0,97.0,19.0,18.2,16.6,101970.0
1,10,1983.0,8.0,31.0,19.0,13.6,10.0,101760.0
2,10,1983.0,7.0,76.0,17.7,17.8,14.6,99960.0
3,10,1983.0,6.0,56.0,14.0,13.8,10.4,100690.0
4,10,1983.0,6.0,89.0,17.8,15.5,11.6,102280.0
5,10,1983.0,6.0,122.0,21.5,14.8,9.9,102230.0
6,10,1983.0,5.0,111.0,16.4,11.6,6.9,102380.0
7,10,1983.0,7.0,40.0,14.2,11.3,7.1,102190.0
8,10,1983.0,7.0,38.0,13.1,11.4,5.4,102580.0
9,10,1983.0,7.0,61.0,16.1,13.4,11.4,98950.0
10,10,1983.0,5.0,82.0,18.9,11.8,9.7,100810.0
11,10,1983.0,5.0,58.0,10.0,8.2,6.3,100740.0
12,10,1983.0,7.0,65.0,18.6,13.0,8.5,100670.0
13,10,1983.0,4.0,83.0,12.9,9.4,6.0,100540.0
14,10,1983.0,4.0,102.0,20.8,15.7,12.0,102050.0
15,10,1983.0,5.0,79.0,18.7,16.2,11.0,102520.0
16,10,1983.0,8.0,45.0,16.9,12.4,10.0,102510.0
17,10,1983.0,3.0,105.0,12.5,8.4,4.0,100950.0
18,10,1983.0,6.0,104.0,16.8,15.8,12.6,102340.0
19,10,1983.0,7.0,67.0,19.3,16.4,12.4,101670.0
20,10,1983.0,6.0,27.0,13.5,10.2,6.0,101640.0
21,10,1983.0,7.0,45.0,10.2,9.7,6.3,101790.0
22,10,1983.0,4.0,73.0,9.5,8.7,5.1,101550.0
23,10,1983.0,3.0,72.0,18.8,13.4,9.7,99090.0
24,10,1983.0,5.0,46.0,11.9,6.8,1.5,101270.0
25,10,1983.0,6.0,63.0,11.8,10.2,7.7,99480.0
26,10,1983.0,3.0,83.0,11.5,8.6,5.3,101390.0
27,10,1983.0,3.0,121.0,21.2,16.4,9.1,102080.0
28,10,1983.0,8.0,29.0,17.7,13.6,11.9,102010.0
29,10,1983.0,3.0,149.0,16.4,11.2,6.4,101690.0
30,10,1983.0,4.0,47.0,17.7,13.7,10.0,101580.0
31,10,1983.0,7.0,93.0,16.0,13.0,9.4,102380.0
1,11,1983.0,6.0,50.0,11.7,9.4,5.0,102540.0
2,11,1983.0,5.0,53.0,12.6,6.0,2.5,102720.0
3,11,1983.0,5.0,47.0,11.1,5.6,-1.9,102390.0
4,11,1983.0,5.0,58.0,11.0,7.0,4.9,102790.0
5,11,1983.0,8.0,19.0,11.2,12.6,11.1,102540.0
6,11,1983.0,6.0,17.0,11.6,10.6,8.7,102360.0
7,11,1983.0,7.0,19.0,16.0,14.0,13.0,100640.0
8,11,1983.0,7.0,36.0,13.7,8.8,4.8,100540.0
9,11,1983.0,2.0,96.0,11.6,9.6,5.6,101390.0
10,11,1983.0,2.0,44.0,10.3,2.8,-1.9,102770.0
11,11,1983.0,8.0,35.0,6.7,4.8,0.3,102150.0
12,11,1983.0,7.0,18.0,10.3,9.6,7.4,101150.0
13,11,1983.0,3.0,58.0,11.1,5.3,1.0,103500.0
14,11,1983.0,4.0,51.0,12.0,6.7,-0.7,102940.0
15,11,1983.0,5.0,34.0,8.5,6.6,4.9,100540.0
16,11,1983.0,7.0,12.0,5.2,4.3,2.9,102890.0
17,11,1983.0,6.0,18.0,10.0,5.8,3.5,102370.0
18,11,1983.0,2.0,58.0,6.7,5.0,1.9,102850.0
19,11,1983.0,7.0,19.0,10.0,9.4,6.9,101420.0
20,11,1983.0,7.0,19.0,11.6,7.6,2.1,102630.0
21,11,1983.0,4.0,62.0,11.8,6.4,4.6,101290.0
22,11,1983.0,7.0,17.0,11.6,6.5,3.7,100930.0
23,11,1983.0,7.0,12.0,11.7,8.2,5.4,101630.0
24,11,1983.0,7.0,25.0,11.6,8.6,6.6,100760.0
25,11,1983.0,8.0,12.0,12.0,8.8,5.7,99530.0
26,11,1983.0,6.0,19.0,10.8,5.4,3.6,100170.0
27,11,1983.0,6.0,31.0,10.9,5.4,3.1,100620.0
28,11,1983.0,8.0,19.0,13.4,9.8,7.5,100990.0
29,11,1983.0,8.0,26.0,12.4,7.4,4.5,101540.0
30,11,1983.0,6.0,27.0,13.5,10.2,7.0,101010.0
1,12,1983.0,8.0,19.0,6.3,6.0,4.7,100350.0
2,12,1983.0,7.0,34.0,7.3,10.0,8.6,102960.0
3,12,1983.0,8.0,12.0,4.2,4.4,0.2,102050.0
4,12,1983.0,6.0,13.0,3.6,3.2,-2.5,100930.0
5,12,1983.0,6.0,15.0,14.3,7.0,4.3,102590.0
6,12,1983.0,4.0,39.0,4.1,2.8,0.5,102120.0
7,12,1983.0,8.0,12.0,14.5,10.4,8.5,100850.0
8,12,1983.0,8.0,12.0,12.9,7.4,5.0,102950.0
9,12,1983.0,8.0,12.0,11.5,7.0,3.9,101900.0
10,12,1983.0,5.0,36.0,7.4,6.6,3.2,102690.0
11,12,1983.0,8.0,12.0,6.9,2.6,-2.6,101240.0
12,12,1983.0,5.0,12.0,5.3,3.4,2.8,100740.0
13,12,1983.0,7.0,13.0,7.6,3.2,2.0,101470.0
14,12,1983.0,7.0,12.0,11.8,5.2,1.3,102630.0
15,12,1983.0,7.0,12.0,6.9,4.0,2.3,102620.0
16,12,1983.0,6.0,12.0,6.9,3.2,2.7,102360.0
17,12,1983.0,7.0,12.0,9.2,6.3,4.8,101880.0
18,12,1983.0,8.0,12.0,11.1,6.9,0.8,101590.0
19,12,1983.0,8.0,12.0,9.8,2.8,-4.3,103220.0
20,12,1983.0,6.0,12.0,7.1,4.2,1.7,103700.0
21,12,1983.0,6.0,12.0,12.9,12.0,8.0,100790.0
22,12,1983.0,5.0,12.0,4.0,3.8,-1.7,103440.0
23,12,1983.0,8.0,12.0,10.1,4.7,0.6,100680.0
24,12,1983.0,6.0,12.0,8.0,4.2,3.2,102880.0
25,12,1983.0,8.0,12.0,12.4,4.1,3.8,99860.0
26,12,1983.0,7.0,12.0,6.1,7.0,5.2,100490.0
27,12,1983.0,8.0,12.0,12.7,9.5,8.1,100740.0
28,12,1983.0,2.0,44.0,6.7,3.2,1.5,102970.0
29,12,1983.0,5.0,12.0,7.8,4.2,0.8,102960.0
30,12,1983.0,7.0,13.0,10.0,7.2,4.7,102460.0
31,12,1983.0,8.0,12.0,14.2,12.0,10.9,101570.0
1,1,1984.0,7.0,13.0,9.0,4.0,-0.3,101950.0
2,1,1984.0,8.0,14.0,1.7,-2.8,-2.3,101870.0
3,1,1984.0,3.0,51.0,0.3,-0.5,-2.4,102960.0
4,1,1984.0,8.0,18.0,5.1,2.4,0.0,103440.0
5,1,1984.0,0.0,48.0,5.5,3.4,-0.7,103000.0
6,1,1984.0,3.0,16.0,11.6,6.0,4.6,102690.0
7,1,1984.0,6.0,13.0,5.9,4.4,3.2,102580.0
8,1,1984.0,0.0,47.0,6.2,4.2,1.0,102600.0
9,1,1984.0,6.0,19.0,-1.0,-2.7,-7.2,100940.0
10,1,1984.0,8.0,13.0,5.8,5.0,4.9,102560.0
11,1,1984.0,6.0,19.0,5.4,3.2,1.0,103180.0
12,1,1984.0,8.0,17.0,12.1,11.2,10.2,100930.0
13,1,1984.0,8.0,14.0,8.0,6.8,3.4,100940.0
14,1,1984.0,2.0,50.0,4.8,-1.6,-5.1,101630.0
15,1,1984.0,3.0,45.0,3.9,4.0,1.4,102560.0
16,1,1984.0,8.0,13.0,10.7,6.5,3.5,101880.0
17,1,1984.0,4.0,34.0,9.7,6.2,1.8,100240.0
18,1,1984.0,,23.0,8.6,1.9,-0.9,102230.0
19,1,1984.0,6.0,36.0,9.2,8.2,4.0,100290.0
20,1,1984.0,6.0,16.0,11.7,9.8,5.5,101140.0
21,1,1984.0,8.0,16.0,6.2,3.6,0.1,100330.0
22,1,1984.0,8.0,17.0,10.1,5.9,2.5,100640.0
23,1,1984.0,6.0,61.0,8.8,4.4,0.4,100990.0
24,1,1984.0,8.0,19.0,6.7,2.8,2.8,102030.0
25,1,1984.0,5.0,29.0,5.5,3.2,1.7,100400.0
26,1,1984.0,7.0,47.0,-0.4,-0.2,-3.2,103380.0
27,1,1984.0,6.0,15.0,6.0,7.2,4.2,99540.0
28,1,1984.0,6.0,33.0,12.0,5.2,1.0,102310.0
29,1,1984.0,3.0,50.0,9.9,6.2,1.9,103640.0
30,1,1984.0,4.0,50.0,8.1,4.2,1.3,102660.0
31,1,1984.0,4.0,15.0,7.8,4.6,3.1,100850.0
1,2,1984.0,7.0,27.0,12.2,11.3,8.6,102300.0
2,2,1984.0,7.0,50.0,10.1,5.0,2.2,103150.0
3,2,1984.0,6.0,48.0,4.9,3.5,3.5,100450.0
4,2,1984.0,4.0,90.0,12.7,6.0,3.2,102150.0
5,2,1984.0,8.0,31.0,2.6,3.7,2.8,102970.0
6,2,1984.0,8.0,24.0,6.4,1.6,-1.6,101850.0
7,2,1984.0,6.0,49.0,14.1,6.8,3.3,102830.0
8,2,1984.0,7.0,30.0,10.6,8.6,5.0,102700.0
9,2,1984.0,7.0,53.0,15.1,12.0,9.7,101300.0
10,2,1984.0,5.0,76.0,13.5,9.0,8.9,101770.0
11,2,1984.0,8.0,29.0,7.9,3.0,1.8,101500.0
12,2,1984.0,3.0,94.0,13.9,6.2,0.1,103530.0
13,2,1984.0,5.0,64.0,3.9,1.8,-0.3,103320.0
14,2,1984.0,4.0,51.0,1.8,0.8,-2.4,103210.0
15,2,1984.0,8.0,25.0,12.4,9.6,7.2,100740.0
16,2,1984.0,6.0,25.0,5.6,2.4,0.8,100830.0
17,2,1984.0,8.0,39.0,8.6,6.3,3.6,101580.0
18,2,1984.0,7.0,30.0,6.6,2.6,1.7,102830.0
19,2,1984.0,6.0,26.0,7.9,6.2,2.9,103250.0
20,2,1984.0,6.0,24.0,9.8,1.8,-3.2,101760.0
21,2,1984.0,6.0,52.0,11.9,6.2,0.5,102380.0
22,2,1984.0,7.0,31.0,11.5,8.8,6.8,100310.0
23,2,1984.0,5.0,66.0,10.9,6.4,2.0,102420.0
24,2,1984.0,6.0,52.0,11.7,5.0,2.9,102480.0
25,2,1984.0,7.0,52.0,13.1,4.5,1.3,100910.0
26,2,1984.0,7.0,82.0,10.3,2.1,0.5,102790.0
27,2,1984.0,8.0,23.0,3.9,-0.5,-0.9,102760.0
28,2,1984.0,5.0,93.0,7.4,4.0,1.4,102790.0
29,2,1984.0,8.0,27.0,3.8,1.8,1.5,101330.0
1,3,1984.0,8.0,33.0,6.6,3.3,1.8,99430.0
2,3,1984.0,8.0,72.0,12.3,12.6,7.0,101810.0
3,3,1984.0,8.0,34.0,7.2,7.6,4.0,101830.0
4,3,1984.0,8.0,46.0,10.1,4.2,-7.2,101470.0
5,3,1984.0,6.0,97.0,7.7,5.8,2.4,101250.0
6,3,1984.0,7.0,54.0,13.9,9.2,7.2,102250.0
7,3,1984.0,5.0,65.0,12.9,3.3,-1.6,102720.0
8,3,1984.0,6.0,71.0,8.9,8.2,5.0,100680.0
9,3,1984.0,8.0,38.0,7.9,6.2,4.6,102320.0
10,3,1984.0,7.0,83.0,13.3,11.2,9.5,102680.0
11,3,1984.0,7.0,49.0,12.5,7.2,5.2,101710.0
12,3,1984.0,4.0,163.0,9.4,8.6,2.9,101550.0
13,3,1984.0,3.0,153.0,8.0,5.7,2.6,100570.0
14,3,1984.0,6.0,42.0,2.4,0.4,-0.3,100540.0
15,3,1984.0,6.0,94.0,11.8,9.2,6.4,100830.0
16,3,1984.0,7.0,112.0,8.4,7.8,3.2,100330.0
17,3,1984.0,4.0,115.0,7.4,1.2,1.4,102680.0
18,3,1984.0,4.0,141.0,12.8,6.7,0.5,102860.0
19,3,1984.0,4.0,206.0,12.0,9.4,6.9,103190.0
20,3,1984.0,8.0,45.0,10.4,10.0,8.3,101650.0
21,3,1984.0,6.0,50.0,8.2,5.4,1.9,101030.0
22,3,1984.0,5.0,169.0,16.4,10.7,4.1,102540.0
23,3,1984.0,8.0,40.0,11.0,9.2,7.3,101260.0
24,3,1984.0,7.0,50.0,6.5,2.8,1.9,103400.0
25,3,1984.0,5.0,114.0,8.1,4.4,1.5,100910.0
26,3,1984.0,7.0,54.0,12.5,9.6,8.4,100900.0
27,3,1984.0,2.0,121.0,11.0,5.8,2.4,103140.0
28,3,1984.0,8.0,38.0,11.6,6.8,2.0,101500.0
29,3,1984.0,7.0,58.0,7.8,5.8,1.2,101420.0
30,3,1984.0,8.0,36.0,11.0,9.2,5.4,102270.0
31,3,1984.0,7.0,67.0,13.6,7.0,4.0,101550.0
1,4,1984.0,7.0,82.0,14.9,11.3,8.6,100740.0
2,4,1984.0,7.0,98.0,14.4,11.1,7.3,100750.0
3,4,1984.0,7.0,94.0,12.4,6.5,1.6,101370.0
4,4,1984.0,7.0,59.0,13.8,7.0,2.1,102130.0
5,4,1984.0,6.0,210.0,17.1,14.4,9.2,
6,4,1984.0,7.0,71.0,17.3,12.2,8.7,101570.0
7,4,1984.0,7.0,165.0,20.9,16.4,13.6,100620.0
8,4,1984.0,8.0,46.0,12.6,8.8,6.8,101370.0
9,4,1984.0,5.0,98.0,12.8,9.3,6.0,102340.0
10,4,1984.0,6.0,122.0,18.4,10.4,6.0,101840.0
11,4,1984.0,8.0,82.0,6.7,10.0,8.9,100690.0
12,4,1984.0,7.0,125.0,12.5,7.6,2.7,101380.0
13,4,1984.0,3.0,210.0,10.0,8.2,5.3,102440.0
14,4,1984.0,7.0,55.0,12.8,8.7,8.7,101910.0
15,4,1984.0,7.0,136.0,16.9,10.6,5.7,101980.0
16,4,1984.0,8.0,87.0,11.5,9.5,6.9,100810.0
17,4,1984.0,1.0,266.0,11.9,7.0,3.4,102790.0
18,4,1984.0,7.0,166.0,14.7,11.2,7.9,102940.0
19,4,1984.0,6.0,166.0,12.1,9.0,5.0,100630.0
20,4,1984.0,4.0,168.0,12.4,5.5,0.9,102480.0
21,4,1984.0,6.0,132.0,13.9,9.6,3.6,100640.0
22,4,1984.0,7.0,66.0,12.5,6.0,1.6,102810.0
23,4,1984.0,5.0,192.0,10.8,10.4,7.0,101890.0
24,4,1984.0,7.0,172.0,15.0,9.7,4.0,102070.0
25,4,1984.0,5.0,198.0,15.1,11.4,7.0,102310.0
26,4,1984.0,8.0,66.0,11.2,9.8,7.8,101710.0
27,4,1984.0,6.0,197.0,15.0,12.8,8.6,102890.0
28,4,1984.0,2.0,211.0,15.8,14.4,9.1,102890.0
29,4,1984.0,1.0,246.0,9.7,6.2,0.5,102290.0
30,4,1984.0,7.0,48.0,9.5,7.4,5.4,103380.0
1,5,1984.0,7.0,112.0,19.3,14.0,10.4,101660.0
2,5,1984.0,4.0,206.0,15.8,11.0,7.4,101020.0
3,5,1984.0,6.0,153.0,19.9,17.4,13.7,101400.0
4,5,1984.0,5.0,199.0,9.0,6.3,1.2,101210.0
5,5,1984.0,6.0,282.0,15.0,9.0,2.0,102320.0
6,5,1984.0,5.0,263.0,21.6,16.8,9.3,102270.0
7,5,1984.0,6.0,204.0,19.4,11.2,7.2,101090.0
8,5,1984.0,5.0,247.0,21.0,16.0,9.8,101950.0
9,5,1984.0,3.0,253.0,17.5,14.3,8.2,102060.0
10,5,1984.0,4.0,307.0,27.1,19.8,12.7,101700.0
11,5,1984.0,6.0,249.0,20.2,14.2,10.6,101090.0
12,5,1984.0,5.0,288.0,18.9,8.3,2.4,102700.0
13,5,1984.0,5.0,263.0,21.5,15.6,10.1,100820.0
14,5,1984.0,6.0,160.0,11.4,7.0,2.7,101240.0
15,5,1984.0,5.0,234.0,18.6,14.0,8.5,100780.0
16,5,1984.0,2.0,297.0,18.0,12.8,5.0,101810.0
17,5,1984.0,7.0,80.0,14.4,13.8,10.4,101140.0
18,5,1984.0,3.0,245.0,13.8,12.5,8.4,101500.0
19,5,1984.0,5.0,215.0,19.6,14.4,10.5,102270.0
20,5,1984.0,7.0,98.0,24.5,14.6,11.3,101940.0
21,5,1984.0,3.0,254.0,15.6,12.6,8.7,101620.0
22,5,1984.0,6.0,236.0,18.6,16.4,10.5,101720.0
23,5,1984.0,8.0,80.0,17.4,14.4,11.2,101390.0
24,5,1984.0,3.0,288.0,16.5,14.8,8.6,101830.0
25,5,1984.0,5.0,258.0,16.8,12.2,5.8,103620.0
26,5,1984.0,7.0,120.0,16.1,7.2,1.6,101790.0
27,5,1984.0,4.0,224.0,18.8,12.6,,102810.0
28,5,1984.0,5.0,205.0,21.1,13.2,5.9,102060.0
29,5,1984.0,7.0,81.0,13.7,9.6,7.5,100920.0
30,5,1984.0,5.0,297.0,17.3,11.2,8.6,102470.0
31,5,1984.0,5.0,215.0,19.0,14.2,8.1,102250.0
1,6,1984.0,6.0,221.0,22.7,18.9,15.0,101980.0
2,6,1984.0,7.0,167.0,21.9,16.2,12.5,101710.0
3,6,1984.0,5.0,239.0,18.4,16.3,13.0,101050.0
4,6,1984.0,6.0,205.0,21.9,17.6,12.7,101870.0
5,6,1984.0,7.0,89.0,18.7,16.4,10.4,101030.0
6,6,1984.0,6.0,232.0,19.7,15.6,11.4,100990.0
7,6,1984.0,5.0,238.0,21.8,17.2,12.7,101520.0
8,6,1984.0,5.0,258.0,18.2,16.6,12.5,101300.0
9,6,1984.0,7.0,139.0,19.1,16.4,12.2,101080.0
10,6,1984.0,4.0,310.0,28.9,23.0,15.6,102370.0
11,6,1984.0,7.0,70.0,19.7,15.0,9.7,102860.0
12,6,1984.0,5.0,298.0,22.3,16.9,11.0,101860.0
13,6,1984.0,7.0,99.0,16.2,14.0,12.0,101280.0
14,6,1984.0,8.0,89.0,23.3,13.8,8.5,101440.0
15,6,1984.0,5.0,271.0,22.6,15.4,9.8,102600.0
16,6,1984.0,7.0,131.0,18.3,15.8,12.2,101790.0
17,6,1984.0,6.0,228.0,20.9,17.9,13.2,101160.0
18,6,1984.0,4.0,220.0,19.6,15.2,10.2,101830.0
19,6,1984.0,7.0,135.0,22.0,17.8,11.3,102020.0
20,6,1984.0,5.0,229.0,26.5,16.6,12.0,101690.0
21,6,1984.0,2.0,271.0,24.5,19.8,11.6,102080.0
22,6,1984.0,4.0,271.0,20.1,16.8,12.3,101970.0
23,6,1984.0,6.0,198.0,20.9,17.6,11.3,101510.0
24,6,1984.0,5.0,289.0,21.1,18.2,12.9,101710.0
25,6,1984.0,6.0,240.0,19.5,17.2,14.0,100820.0
26,6,1984.0,2.0,294.0,23.9,19.4,12.8,101470.0
27,6,1984.0,5.0,274.0,23.9,19.4,13.7,102370.0
28,6,1984.0,5.0,255.0,19.5,16.9,10.3,101780.0
29,6,1984.0,7.0,100.0,16.8,15.9,12.4,101480.0
30,6,1984.0,5.0,292.0,19.6,18.0,12.9,102250.0
1,7,1984.0,7.0,80.0,27.0,21.8,15.1,101940.0
2,7,1984.0,6.0,230.0,22.6,17.8,11.5,100700.0
3,7,1984.0,6.0,198.0,19.4,16.0,13.5,102330.0
4,7,1984.0,5.0,230.0,26.5,17.6,10.1,102020.0
5,7,1984.0,5.0,210.0,21.5,18.8,12.6,101670.0
6,7,1984.0,6.0,322.0,27.6,23.7,16.2,102360.0
7,7,1984.0,2.0,324.0,31.1,22.6,13.4,102250.0
8,7,1984.0,7.0,144.0,19.0,14.3,9.3,101970.0
9,7,1984.0,6.0,174.0,18.9,17.4,12.9,101390.0
10,7,1984.0,4.0,275.0,19.6,15.6,10.4,102400.0
11,7,1984.0,8.0,80.0,23.3,18.9,15.7,99470.0
12,7,1984.0,7.0,130.0,19.1,16.5,13.1,101390.0
13,7,1984.0,2.0,296.0,27.3,20.8,15.5,101770.0
14,7,1984.0,6.0,282.0,22.5,18.3,12.8,102060.0
15,7,1984.0,7.0,142.0,24.5,17.6,14.7,102750.0
16,7,1984.0,4.0,258.0,27.4,18.2,12.7,101470.0
17,7,1984.0,3.0,330.0,27.5,19.0,14.4,102310.0
18,7,1984.0,7.0,81.0,20.4,17.4,15.1,100770.0
19,7,1984.0,6.0,229.0,16.5,14.9,11.3,101870.0
20,7,1984.0,6.0,273.0,21.9,19.3,15.6,101590.0
21,7,1984.0,5.0,208.0,26.1,19.4,13.5,102010.0
22,7,1984.0,6.0,224.0,21.7,16.6,12.5,101220.0
23,7,1984.0,5.0,274.0,17.5,16.2,11.0,101560.0
24,7,1984.0,6.0,157.0,23.2,20.2,16.4,101640.0
25,7,1984.0,6.0,205.0,21.9,22.0,17.0,102920.0
26,7,1984.0,4.0,271.0,26.0,18.2,12.9,102330.0
27,7,1984.0,4.0,299.0,22.6,17.9,11.5,102610.0
28,7,1984.0,7.0,179.0,19.8,16.6,12.5,101520.0
29,7,1984.0,6.0,245.0,27.7,21.4,16.1,102250.0
30,7,1984.0,2.0,280.0,25.4,19.6,12.9,102600.0
31,7,1984.0,5.0,253.0,23.0,18.7,13.8,101390.0
1,8,1984.0,5.0,254.0,22.7,17.4,14.4,101660.0
2,8,1984.0,5.0,229.0,17.9,12.0,7.9,101640.0
3,8,1984.0,6.0,159.0,19.1,18.2,14.1,101360.0
4,8,1984.0,7.0,149.0,20.7,19.9,15.8,101270.0
5,8,1984.0,7.0,180.0,19.1,17.4,15.0,100750.0
6,8,1984.0,5.0,220.0,19.5,17.4,14.5,101640.0
